value limit month area variable a_dim a_min a_max a_res
15.952380952 0 07 all_area fishprice 20 15.952380952 106.66666667 0.1
41.156462585 25 07 all_area fishprice 20 15.952380952 106.66666667 0.1
47.619047619 50 07 all_area fishprice 20 15.952380952 106.66666667 0.1
52.380952381 75 07 all_area fishprice 20 15.952380952 106.66666667 0.1
64.565300993 max 07 all_area fishprice 20 15.952380952 106.66666667 0.1
31.515873016 0 08 all_area fishprice 20 15.952380952 106.66666667 0.1
46.785714286 25 08 all_area fishprice 20 15.952380952 106.66666667 0.1
52.184889165 50 08 all_area fishprice 20 15.952380952 106.66666667 0.1
53.8095238095 75 08 all_area fishprice 20 15.952380952 106.66666667 0.1
66.666666667 max 08 all_area fishprice 20 15.952380952 106.66666667 0.1
40 0 09 all_area fishprice 20 15.952380952 106.66666667 0.1
56.8707482995 25 09 all_area fishprice 20 15.952380952 106.66666667 0.1
62.857142857 50 09 all_area fishprice 20 15.952380952 106.66666667 0.1
67.142857143 75 09 all_area fishprice 20 15.952380952 106.66666667 0.1
78.095238095 max 09 all_area fishprice 20 15.952380952 106.66666667 0.1
33.088758782 0 10 all_area fishprice 20 15.952380952 106.66666667 0.1
52.571428571 25 10 all_area fishprice 20 15.952380952 106.66666667 0.1
55.407534069 50 10 all_area fishprice 20 15.952380952 106.66666667 0.1
59.047619048 75 10 all_area fishprice 20 15.952380952 106.66666667 0.1
64.761904762 max 10 all_area fishprice 20 15.952380952 106.66666667 0.1
28.571428571 0 11 all_area fishprice 20 15.952380952 106.66666667 0.1
63.814196762 25 11 all_area fishprice 20 15.952380952 106.66666667 0.1
72.380952381 50 11 all_area fishprice 20 15.952380952 106.66666667 0.1
76.19047619 75 11 all_area fishprice 20 15.952380952 106.66666667 0.1
105.71428571 max 11 all_area fishprice 20 15.952380952 106.66666667 0.1
38.096643726 0 12 all_area fishprice 20 15.952380952 106.66666667 0.1
55.1785714285 25 12 all_area fishprice 20 15.952380952 106.66666667 0.1
57.8400045325 50 12 all_area fishprice 20 15.952380952 106.66666667 0.1
67.738095238 75 12 all_area fishprice 20 15.952380952 106.66666667 0.1
106.66666667 max 12 all_area fishprice 20 15.952380952 106.66666667 0.1
NA 0 01 all_area fishprice 17 NA NA 0.1
NA 25 01 all_area fishprice 17 NA NA 0.1
NA 50 01 all_area fishprice 17 NA NA 0.1
NA 75 01 all_area fishprice 17 NA NA 0.1
NA max 01 all_area fishprice 17 NA NA 0.1
NA 0 02 all_area fishprice 17 NA NA 0.1
NA 25 02 all_area fishprice 17 NA NA 0.1
NA 50 02 all_area fishprice 17 NA NA 0.1
NA 75 02 all_area fishprice 17 NA NA 0.1
NA max 02 all_area fishprice 17 NA NA 0.1
NA 0 03 all_area fishprice 17 NA NA 0.1
NA 25 03 all_area fishprice 17 NA NA 0.1
NA 50 03 all_area fishprice 17 NA NA 0.1
NA 75 03 all_area fishprice 17 NA NA 0.1
NA max 03 all_area fishprice 17 NA NA 0.1
NA 0 04 all_area fishprice 17 NA NA 0.1
NA 25 04 all_area fishprice 17 NA NA 0.1
NA 50 04 all_area fishprice 17 NA NA 0.1
NA 75 04 all_area fishprice 17 NA NA 0.1
NA max 04 all_area fishprice 17 NA NA 0.1
17.4 0 05 all_area fishprice 17 NA NA 0.1
18.25 25 05 all_area fishprice 17 NA NA 0.1
19.1 50 05 all_area fishprice 17 NA NA 0.1
23.45 75 05 all_area fishprice 17 NA NA 0.1
27.8 max 05 all_area fishprice 17 NA NA 0.1
18.3 0 06 all_area fishprice 17 NA NA 0.1
18.7 25 06 all_area fishprice 17 NA NA 0.1
19.1 50 06 all_area fishprice 17 NA NA 0.1
19.1 75 06 all_area fishprice 17 NA NA 0.1
19.1 max 06 all_area fishprice 17 NA NA 0.1
NA 0 07 all_area fishprice 17 NA NA 0.1
NA 25 07 all_area fishprice 17 NA NA 0.1
NA 50 07 all_area fishprice 17 NA NA 0.1
NA 75 07 all_area fishprice 17 NA NA 0.1
NA max 07 all_area fishprice 17 NA NA 0.1
NA 0 08 all_area fishprice 17 NA NA 0.1
NA 25 08 all_area fishprice 17 NA NA 0.1
NA 50 08 all_area fishprice 17 NA NA 0.1
NA 75 08 all_area fishprice 17 NA NA 0.1
NA max 08 all_area fishprice 17 NA NA 0.1
4.0634567585 0 09 all_area fishprice 17 NA NA 0.1
5.5518162122 25 09 all_area fishprice 17 NA NA 0.1
6.2339645974 50 09 all_area fishprice 17 NA NA 0.1
6.445102663725 75 09 all_area fishprice 17 NA NA 0.1
6.5204311608 max 09 all_area fishprice 17 NA NA 0.1
6.1699383062 0 10 all_area fishprice 17 NA NA 0.1
6.7700005503 25 10 all_area fishprice 17 NA NA 0.1
6.7724283532 50 10 all_area fishprice 17 NA NA 0.1
6.8984270008 75 10 all_area fishprice 17 NA NA 0.1
7.1006496886 max 10 all_area fishprice 17 NA NA 0.1
7.2756933963 0 11 all_area fishprice 17 NA NA 0.1
7.2756933963 25 11 all_area fishprice 17 NA NA 0.1
7.2756933963 50 11 all_area fishprice 17 NA NA 0.1
7.2756933963 75 11 all_area fishprice 17 NA NA 0.1
7.2756933963 max 11 all_area fishprice 17 NA NA 0.1
NA 0 12 all_area fishprice 17 NA NA 0.1
NA 25 12 all_area fishprice 17 NA NA 0.1
NA 50 12 all_area fishprice 17 NA NA 0.1
NA 75 12 all_area fishprice 17 NA NA 0.1
NA max 12 all_area fishprice 17 NA NA 0.1
1.8705439398 0 01 all_area fishprice 30 NA NA 0.1
1.8768915556 25 01 all_area fishprice 30 NA NA 0.1
1.8832391714 50 01 all_area fishprice 30 NA NA 0.1
2.0100053547 75 01 all_area fishprice 30 NA NA 0.1
2.136771538 max 01 all_area fishprice 30 NA NA 0.1
1.9700131262 0 02 all_area fishprice 30 NA NA 0.1
1.9841021032 25 02 all_area fishprice 30 NA NA 0.1
2.0020120151 50 02 all_area fishprice 30 NA NA 0.1
2.1577006871 75 02 all_area fishprice 30 NA NA 0.1
2.1786628596 max 02 all_area fishprice 30 NA NA 0.1
2.0202020202 0 03 all_area fishprice 30 NA NA 0.1
2.0202020202 25 03 all_area fishprice 30 NA NA 0.1
2.0202020202 50 03 all_area fishprice 30 NA NA 0.1
2.0202020202 75 03 all_area fishprice 30 NA NA 0.1
2.0202020202 max 03 all_area fishprice 30 NA NA 0.1
2.0576069991 0 04 all_area fishprice 30 NA NA 0.1
2.0807401875 25 04 all_area fishprice 30 NA NA 0.1
2.1367521368 50 04 all_area fishprice 30 NA NA 0.1
2.1786308561 75 04 all_area fishprice 30 NA NA 0.1
2.1786779852 max 04 all_area fishprice 30 NA NA 0.1
2.1367521368 0 05 all_area fishprice 30 NA NA 0.1
2.1786492375 25 05 all_area fishprice 30 NA NA 0.1
2.17906150305 50 05 all_area fishprice 30 NA NA 0.1
2.1820655607 75 05 all_area fishprice 30 NA NA 0.1
2.2004357298 max 05 all_area fishprice 30 NA NA 0.1
NA 0 06 all_area fishprice 30 NA NA 0.1
NA 25 06 all_area fishprice 30 NA NA 0.1
NA 50 06 all_area fishprice 30 NA NA 0.1
NA 75 06 all_area fishprice 30 NA NA 0.1
NA max 06 all_area fishprice 30 NA NA 0.1
NA 0 07 all_area fishprice 30 NA NA 0.1
NA 25 07 all_area fishprice 30 NA NA 0.1
NA 50 07 all_area fishprice 30 NA NA 0.1
NA 75 07 all_area fishprice 30 NA NA 0.1
NA max 07 all_area fishprice 30 NA NA 0.1
NA 0 08 all_area fishprice 30 NA NA 0.1
NA 25 08 all_area fishprice 30 NA NA 0.1
NA 50 08 all_area fishprice 30 NA NA 0.1
NA 75 08 all_area fishprice 30 NA NA 0.1
NA max 08 all_area fishprice 30 NA NA 0.1
NA 0 09 all_area fishprice 30 NA NA 0.1
NA 25 09 all_area fishprice 30 NA NA 0.1
NA 50 09 all_area fishprice 30 NA NA 0.1
NA 75 09 all_area fishprice 30 NA NA 0.1
NA max 09 all_area fishprice 30 NA NA 0.1
NA 0 10 all_area fishprice 30 NA NA 0.1
NA 25 10 all_area fishprice 30 NA NA 0.1
NA 50 10 all_area fishprice 30 NA NA 0.1
NA 75 10 all_area fishprice 30 NA NA 0.1
NA max 10 all_area fishprice 30 NA NA 0.1
2.1164021164 0 11 all_area fishprice 30 NA NA 0.1
2.1214896215 25 11 all_area fishprice 30 NA NA 0.1
2.1265771266 50 11 all_area fishprice 30 NA NA 0.1
2.1316646317 75 11 all_area fishprice 30 NA NA 0.1
2.1367521368 max 11 all_area fishprice 30 NA NA 0.1
NA 0 12 all_area fishprice 30 NA NA 0.1
NA 25 12 all_area fishprice 30 NA NA 0.1
NA 50 12 all_area fishprice 30 NA NA 0.1
NA 75 12 all_area fishprice 30 NA NA 0.1
NA max 12 all_area fishprice 30 NA NA 0.1
0.6 0 01 all_area fishprice 29 0.6 5.3 0.1
1.57365828325 25 01 all_area fishprice 29 0.6 5.3 0.1
2.3 50 01 all_area fishprice 29 0.6 5.3 0.1
3.5 75 01 all_area fishprice 29 0.6 5.3 0.1
4.5 max 01 all_area fishprice 29 0.6 5.3 0.1
0.6 0 02 all_area fishprice 29 0.6 5.3 0.1
2.3 25 02 all_area fishprice 29 0.6 5.3 0.1
2.9 50 02 all_area fishprice 29 0.6 5.3 0.1
3.5 75 02 all_area fishprice 29 0.6 5.3 0.1
3.5 max 02 all_area fishprice 29 0.6 5.3 0.1
0.6 0 03 all_area fishprice 29 0.6 5.3 0.1
2.3 25 03 all_area fishprice 29 0.6 5.3 0.1
2.3 50 03 all_area fishprice 29 0.6 5.3 0.1
3.70158284405 75 03 all_area fishprice 29 0.6 5.3 0.1
4.9 max 03 all_area fishprice 29 0.6 5.3 0.1
0.6 0 04 all_area fishprice 29 0.6 5.3 0.1
1.45 25 04 all_area fishprice 29 0.6 5.3 0.1
2.3 50 04 all_area fishprice 29 0.6 5.3 0.1
2.9 75 04 all_area fishprice 29 0.6 5.3 0.1
3.5 max 04 all_area fishprice 29 0.6 5.3 0.1
2.3 0 05 all_area fishprice 29 0.6 5.3 0.1
2.3 25 05 all_area fishprice 29 0.6 5.3 0.1
2.3 50 05 all_area fishprice 29 0.6 5.3 0.1
3.5 75 05 all_area fishprice 29 0.6 5.3 0.1
3.5 max 05 all_area fishprice 29 0.6 5.3 0.1
2.3 0 06 all_area fishprice 29 0.6 5.3 0.1
2.3 25 06 all_area fishprice 29 0.6 5.3 0.1
3.5 50 06 all_area fishprice 29 0.6 5.3 0.1
3.5 75 06 all_area fishprice 29 0.6 5.3 0.1
3.5 max 06 all_area fishprice 29 0.6 5.3 0.1
2.3 0 07 all_area fishprice 29 0.6 5.3 0.1
2.3 25 07 all_area fishprice 29 0.6 5.3 0.1
2.3 50 07 all_area fishprice 29 0.6 5.3 0.1
3.5 75 07 all_area fishprice 29 0.6 5.3 0.1
3.5 max 07 all_area fishprice 29 0.6 5.3 0.1
0.6 0 08 all_area fishprice 29 0.6 5.3 0.1
2.3 25 08 all_area fishprice 29 0.6 5.3 0.1
2.3 50 08 all_area fishprice 29 0.6 5.3 0.1
3.5 75 08 all_area fishprice 29 0.6 5.3 0.1
3.5 max 08 all_area fishprice 29 0.6 5.3 0.1
0.6 0 09 all_area fishprice 29 0.6 5.3 0.1
0.6 25 09 all_area fishprice 29 0.6 5.3 0.1
2.3 50 09 all_area fishprice 29 0.6 5.3 0.1
3.5 75 09 all_area fishprice 29 0.6 5.3 0.1
3.5 max 09 all_area fishprice 29 0.6 5.3 0.1
0.6 0 10 all_area fishprice 29 0.6 5.3 0.1
0.6 25 10 all_area fishprice 29 0.6 5.3 0.1
2.3 50 10 all_area fishprice 29 0.6 5.3 0.1
3.5 75 10 all_area fishprice 29 0.6 5.3 0.1
5.3 max 10 all_area fishprice 29 0.6 5.3 0.1
0.6 0 11 all_area fishprice 29 0.6 5.3 0.1
2.3 25 11 all_area fishprice 29 0.6 5.3 0.1
2.3 50 11 all_area fishprice 29 0.6 5.3 0.1
5.3 75 11 all_area fishprice 29 0.6 5.3 0.1
5.3 max 11 all_area fishprice 29 0.6 5.3 0.1
0.6 0 12 all_area fishprice 29 0.6 5.3 0.1
0.6 25 12 all_area fishprice 29 0.6 5.3 0.1
2.3 50 12 all_area fishprice 29 0.6 5.3 0.1
3.5 75 12 all_area fishprice 29 0.6 5.3 0.1
5.3 max 12 all_area fishprice 29 0.6 5.3 0.1
44.294486216 0 01 all_area fishprice 1 20 124.79666667 0.1
55 25 01 all_area fishprice 1 20 124.79666667 0.1
64 50 01 all_area fishprice 1 20 124.79666667 0.1
85 75 01 all_area fishprice 1 20 124.79666667 0.1
108 max 01 all_area fishprice 1 20 124.79666667 0.1
22 0 02 all_area fishprice 1 20 124.79666667 0.1
38.33333333325 25 02 all_area fishprice 1 20 124.79666667 0.1
60.908783784 50 02 all_area fishprice 1 20 124.79666667 0.1
65.25 75 02 all_area fishprice 1 20 124.79666667 0.1
84.750769231 max 02 all_area fishprice 1 20 124.79666667 0.1
40.526532138 0 03 all_area fishprice 1 20 124.79666667 0.1
46.528070175 25 03 all_area fishprice 1 20 124.79666667 0.1
48.403292181 50 03 all_area fishprice 1 20 124.79666667 0.1
53.23015873 75 03 all_area fishprice 1 20 124.79666667 0.1
61.196428571 max 03 all_area fishprice 1 20 124.79666667 0.1
20 0 04 all_area fishprice 1 20 124.79666667 0.1
65.65035714275 25 04 all_area fishprice 1 20 124.79666667 0.1
73.5982007575 50 04 all_area fishprice 1 20 124.79666667 0.1
77.38166223425 75 04 all_area fishprice 1 20 124.79666667 0.1
117.577 max 04 all_area fishprice 1 20 124.79666667 0.1
21.666666667 0 05 all_area fishprice 1 20 124.79666667 0.1
39 25 05 all_area fishprice 1 20 124.79666667 0.1
61.75 50 05 all_area fishprice 1 20 124.79666667 0.1
68.310869565 75 05 all_area fishprice 1 20 124.79666667 0.1
78.024285714 max 05 all_area fishprice 1 20 124.79666667 0.1
61 0 06 all_area fishprice 1 20 124.79666667 0.1
66 25 06 all_area fishprice 1 20 124.79666667 0.1
69 50 06 all_area fishprice 1 20 124.79666667 0.1
75.624350649 75 06 all_area fishprice 1 20 124.79666667 0.1
99.84 max 06 all_area fishprice 1 20 124.79666667 0.1
51.93030303 0 07 all_area fishprice 1 20 124.79666667 0.1
63.666666667 25 07 all_area fishprice 1 20 124.79666667 0.1
72.846153846 50 07 all_area fishprice 1 20 124.79666667 0.1
80 75 07 all_area fishprice 1 20 124.79666667 0.1
99.757692308 max 07 all_area fishprice 1 20 124.79666667 0.1
42.702925412 0 08 all_area fishprice 1 20 124.79666667 0.1
53.05274024 25 08 all_area fishprice 1 20 124.79666667 0.1
63.5 50 08 all_area fishprice 1 20 124.79666667 0.1
69.5104166665 75 08 all_area fishprice 1 20 124.79666667 0.1
124.79666667 max 08 all_area fishprice 1 20 124.79666667 0.1
32.352564103 0 09 all_area fishprice 1 20 124.79666667 0.1
53.121437198 25 09 all_area fishprice 1 20 124.79666667 0.1
60.5327344755 50 09 all_area fishprice 1 20 124.79666667 0.1
63.21288109775 75 09 all_area fishprice 1 20 124.79666667 0.1
71 max 09 all_area fishprice 1 20 124.79666667 0.1
34.333333333 0 10 all_area fishprice 1 20 124.79666667 0.1
45.412881161 25 10 all_area fishprice 1 20 124.79666667 0.1
53.794860317 50 10 all_area fishprice 1 20 124.79666667 0.1
57.73895089275 75 10 all_area fishprice 1 20 124.79666667 0.1
70.75 max 10 all_area fishprice 1 20 124.79666667 0.1
32.5 0 11 all_area fishprice 1 20 124.79666667 0.1
47.8333333335 25 11 all_area fishprice 1 20 124.79666667 0.1
52.047101449 50 11 all_area fishprice 1 20 124.79666667 0.1
64.887963232 75 11 all_area fishprice 1 20 124.79666667 0.1
84.5 max 11 all_area fishprice 1 20 124.79666667 0.1
30.570424837 0 12 all_area fishprice 1 20 124.79666667 0.1
55.66666666675 25 12 all_area fishprice 1 20 124.79666667 0.1
69.5 50 12 all_area fishprice 1 20 124.79666667 0.1
73.60052392875 75 12 all_area fishprice 1 20 124.79666667 0.1
110 max 12 all_area fishprice 1 20 124.79666667 0.1
37.666346032 0 01 all_area fishprice 0 NA NA 0.1
68.591586508 25 01 all_area fishprice 0 NA NA 0.1
79.815 50 01 all_area fishprice 0 NA NA 0.1
81.165 75 01 all_area fishprice 0 NA NA 0.1
82.47 max 01 all_area fishprice 0 NA NA 0.1
33.077366086 0 02 all_area fishprice 0 NA NA 0.1
33.077366086 25 02 all_area fishprice 0 NA NA 0.1
33.077366086 50 02 all_area fishprice 0 NA NA 0.1
33.077366086 75 02 all_area fishprice 0 NA NA 0.1
33.077366086 max 02 all_area fishprice 0 NA NA 0.1
54.689166667 0 03 all_area fishprice 0 NA NA 0.1
54.689166667 25 03 all_area fishprice 0 NA NA 0.1
54.689166667 50 03 all_area fishprice 0 NA NA 0.1
54.689166667 75 03 all_area fishprice 0 NA NA 0.1
54.689166667 max 03 all_area fishprice 0 NA NA 0.1
46.790067024 0 04 all_area fishprice 0 NA NA 0.1
46.790067024 25 04 all_area fishprice 0 NA NA 0.1
46.790067024 50 04 all_area fishprice 0 NA NA 0.1
46.790067024 75 04 all_area fishprice 0 NA NA 0.1
46.790067024 max 04 all_area fishprice 0 NA NA 0.1
NA 0 05 all_area fishprice 0 NA NA 0.1
NA 25 05 all_area fishprice 0 NA NA 0.1
NA 50 05 all_area fishprice 0 NA NA 0.1
NA 75 05 all_area fishprice 0 NA NA 0.1
NA max 05 all_area fishprice 0 NA NA 0.1
NA 0 06 all_area fishprice 0 NA NA 0.1
NA 25 06 all_area fishprice 0 NA NA 0.1
NA 50 06 all_area fishprice 0 NA NA 0.1
NA 75 06 all_area fishprice 0 NA NA 0.1
NA max 06 all_area fishprice 0 NA NA 0.1
NA 0 07 all_area fishprice 0 NA NA 0.1
NA 25 07 all_area fishprice 0 NA NA 0.1
NA 50 07 all_area fishprice 0 NA NA 0.1
NA 75 07 all_area fishprice 0 NA NA 0.1
NA max 07 all_area fishprice 0 NA NA 0.1
36.569147287 0 08 all_area fishprice 0 NA NA 0.1
36.569147287 25 08 all_area fishprice 0 NA NA 0.1
36.569147287 50 08 all_area fishprice 0 NA NA 0.1
36.569147287 75 08 all_area fishprice 0 NA NA 0.1
36.569147287 max 08 all_area fishprice 0 NA NA 0.1
NA 0 09 all_area fishprice 0 NA NA 0.1
NA 25 09 all_area fishprice 0 NA NA 0.1
NA 50 09 all_area fishprice 0 NA NA 0.1
NA 75 09 all_area fishprice 0 NA NA 0.1
NA max 09 all_area fishprice 0 NA NA 0.1
44.195405227 0 10 all_area fishprice 0 NA NA 0.1
50.20130448925 25 10 all_area fishprice 0 NA NA 0.1
55.594635723 50 10 all_area fishprice 0 NA NA 0.1
67.24041111425 75 10 all_area fishprice 0 NA NA 0.1
77.1 max 10 all_area fishprice 0 NA NA 0.1
31.198697916 0 11 all_area fishprice 0 NA NA 0.1
39.931675 25 11 all_area fishprice 0 NA NA 0.1
42.198312282 50 11 all_area fishprice 0 NA NA 0.1
46.014166667 75 11 all_area fishprice 0 NA NA 0.1
73.691184125 max 11 all_area fishprice 0 NA NA 0.1
35.174323599 0 12 all_area fishprice 0 NA NA 0.1
49.3935808995 25 12 all_area fishprice 0 NA NA 0.1
67.2866666665 50 12 all_area fishprice 0 NA NA 0.1
86.35718833 75 12 all_area fishprice 0 NA NA 0.1
104.10875332 max 12 all_area fishprice 0 NA NA 0.1
5.7428571429 0 01 all_area fishprice 24 3.7423687424 39 0.1
5.742893865975 25 01 all_area fishprice 24 3.7423687424 39 0.1
6.1904761905 50 01 all_area fishprice 24 3.7423687424 39 0.1
8.484432234425 75 01 all_area fishprice 24 3.7423687424 39 0.1
19.047619048 max 01 all_area fishprice 24 3.7423687424 39 0.1
4.5238095238 0 02 all_area fishprice 24 3.7423687424 39 0.1
5.7428571429 25 02 all_area fishprice 24 3.7423687424 39 0.1
5.7428571429 50 02 all_area fishprice 24 3.7423687424 39 0.1
5.7428571429 75 02 all_area fishprice 24 3.7423687424 39 0.1
7.619047619 max 02 all_area fishprice 24 3.7423687424 39 0.1
4.5238095238 0 03 all_area fishprice 24 3.7423687424 39 0.1
5.7619047619 25 03 all_area fishprice 24 3.7423687424 39 0.1
7 50 03 all_area fishprice 24 3.7423687424 39 0.1
8.5 75 03 all_area fishprice 24 3.7423687424 39 0.1
10 max 03 all_area fishprice 24 3.7423687424 39 0.1
7 0 04 all_area fishprice 24 3.7423687424 39 0.1
7 25 04 all_area fishprice 24 3.7423687424 39 0.1
9.6380952381 50 04 all_area fishprice 24 3.7423687424 39 0.1
9.6380952381 75 04 all_area fishprice 24 3.7423687424 39 0.1
10 max 04 all_area fishprice 24 3.7423687424 39 0.1
5.7142857143 0 05 all_area fishprice 24 3.7423687424 39 0.1
9.5238095238 25 05 all_area fishprice 24 3.7423687424 39 0.1
10.7904761905 50 05 all_area fishprice 24 3.7423687424 39 0.1
13.514285714 75 05 all_area fishprice 24 3.7423687424 39 0.1
23.80952381 max 05 all_area fishprice 24 3.7423687424 39 0.1
5.1428571429 0 06 all_area fishprice 24 3.7423687424 39 0.1
10.2380952383 25 06 all_area fishprice 24 3.7423687424 39 0.1
14.285714286 50 06 all_area fishprice 24 3.7423687424 39 0.1
14.285714286 75 06 all_area fishprice 24 3.7423687424 39 0.1
25 max 06 all_area fishprice 24 3.7423687424 39 0.1
7.0476190476 0 07 all_area fishprice 24 3.7423687424 39 0.1
10.7619047619 25 07 all_area fishprice 24 3.7423687424 39 0.1
13.333333333 50 07 all_area fishprice 24 3.7423687424 39 0.1
14.761904762 75 07 all_area fishprice 24 3.7423687424 39 0.1
39 max 07 all_area fishprice 24 3.7423687424 39 0.1
6.9904761905 0 08 all_area fishprice 24 3.7423687424 39 0.1
7.9428571429 25 08 all_area fishprice 24 3.7423687424 39 0.1
13.8095238095 50 08 all_area fishprice 24 3.7423687424 39 0.1
23.80952381 75 08 all_area fishprice 24 3.7423687424 39 0.1
28.571428571 max 08 all_area fishprice 24 3.7423687424 39 0.1
6.1904761905 0 09 all_area fishprice 24 3.7423687424 39 0.1
7.9428571429 25 09 all_area fishprice 24 3.7423687424 39 0.1
7.9428571429 50 09 all_area fishprice 24 3.7423687424 39 0.1
9.20952380945 75 09 all_area fishprice 24 3.7423687424 39 0.1
26 max 09 all_area fishprice 24 3.7423687424 39 0.1
6.7746031746 0 10 all_area fishprice 24 3.7423687424 39 0.1
7.9428571429 25 10 all_area fishprice 24 3.7423687424 39 0.1
7.9428571429 50 10 all_area fishprice 24 3.7423687424 39 0.1
9.0476190476 75 10 all_area fishprice 24 3.7423687424 39 0.1
25 max 10 all_area fishprice 24 3.7423687424 39 0.1
4.7840531561 0 11 all_area fishprice 24 3.7423687424 39 0.1
7.3333333333 25 11 all_area fishprice 24 3.7423687424 39 0.1
7.9428571429 50 11 all_area fishprice 24 3.7423687424 39 0.1
10 75 11 all_area fishprice 24 3.7423687424 39 0.1
20 max 11 all_area fishprice 24 3.7423687424 39 0.1
3.7423687424 0 12 all_area fishprice 24 3.7423687424 39 0.1
7.54603174605 25 12 all_area fishprice 24 3.7423687424 39 0.1
7.9428571429 50 12 all_area fishprice 24 3.7423687424 39 0.1
8.5714285714 75 12 all_area fishprice 24 3.7423687424 39 0.1
20 max 12 all_area fishprice 24 3.7423687424 39 0.1
5.7428571429 0 01 all_area fishprice 23 4.3785714286 61.58008658 0.1
14.786820782 25 01 all_area fishprice 23 4.3785714286 61.58008658 0.1
21.245879121 50 01 all_area fishprice 23 4.3785714286 61.58008658 0.1
29.4592403765 75 01 all_area fishprice 23 4.3785714286 61.58008658 0.1
43.333333333 max 01 all_area fishprice 23 4.3785714286 61.58008658 0.1
7.619047619 0 02 all_area fishprice 23 4.3785714286 61.58008658 0.1
18.333333333 25 02 all_area fishprice 23 4.3785714286 61.58008658 0.1
22.857142857 50 02 all_area fishprice 23 4.3785714286 61.58008658 0.1
31.5880125845 75 02 all_area fishprice 23 4.3785714286 61.58008658 0.1
43.894993895 max 02 all_area fishprice 23 4.3785714286 61.58008658 0.1
4.3785714286 0 03 all_area fishprice 23 4.3785714286 61.58008658 0.1
9.2005025161 25 03 all_area fishprice 23 4.3785714286 61.58008658 0.1
10.614403205 50 03 all_area fishprice 23 4.3785714286 61.58008658 0.1
15.113504209 75 03 all_area fishprice 23 4.3785714286 61.58008658 0.1
31.835374071 max 03 all_area fishprice 23 4.3785714286 61.58008658 0.1
5.7428571429 0 04 all_area fishprice 23 4.3785714286 61.58008658 0.1
10.1858730255 25 04 all_area fishprice 23 4.3785714286 61.58008658 0.1
11.4273888365 50 04 all_area fishprice 23 4.3785714286 61.58008658 0.1
13.32950106875 75 04 all_area fishprice 23 4.3785714286 61.58008658 0.1
24.276466108 max 04 all_area fishprice 23 4.3785714286 61.58008658 0.1
7.9428571429 0 05 all_area fishprice 23 4.3785714286 61.58008658 0.1
11.3223760785 25 05 all_area fishprice 23 4.3785714286 61.58008658 0.1
13.064761905 50 05 all_area fishprice 23 4.3785714286 61.58008658 0.1
16.6548330245 75 05 all_area fishprice 23 4.3785714286 61.58008658 0.1
25.377777778 max 05 all_area fishprice 23 4.3785714286 61.58008658 0.1
7.9428571429 0 06 all_area fishprice 23 4.3785714286 61.58008658 0.1
10.971318256 25 06 all_area fishprice 23 4.3785714286 61.58008658 0.1
12.782930864 50 06 all_area fishprice 23 4.3785714286 61.58008658 0.1
15.7244211505 75 06 all_area fishprice 23 4.3785714286 61.58008658 0.1
27.980952381 max 06 all_area fishprice 23 4.3785714286 61.58008658 0.1
7.9428571429 0 07 all_area fishprice 23 4.3785714286 61.58008658 0.1
10.96525162925 25 07 all_area fishprice 23 4.3785714286 61.58008658 0.1
12.9969621675 50 07 all_area fishprice 23 4.3785714286 61.58008658 0.1
17.542857143 75 07 all_area fishprice 23 4.3785714286 61.58008658 0.1
45.238095238 max 07 all_area fishprice 23 4.3785714286 61.58008658 0.1
6.5142857143 0 08 all_area fishprice 23 4.3785714286 61.58008658 0.1
10.13327728 25 08 all_area fishprice 23 4.3785714286 61.58008658 0.1
12.180836237 50 08 all_area fishprice 23 4.3785714286 61.58008658 0.1
14.468376068 75 08 all_area fishprice 23 4.3785714286 61.58008658 0.1
22.914285714 max 08 all_area fishprice 23 4.3785714286 61.58008658 0.1
7.9428571429 0 09 all_area fishprice 23 4.3785714286 61.58008658 0.1
10.3714285715 25 09 all_area fishprice 23 4.3785714286 61.58008658 0.1
12.261021792 50 09 all_area fishprice 23 4.3785714286 61.58008658 0.1
14.553561283 75 09 all_area fishprice 23 4.3785714286 61.58008658 0.1
29.242116711 max 09 all_area fishprice 23 4.3785714286 61.58008658 0.1
7.9406334986 0 10 all_area fishprice 23 4.3785714286 61.58008658 0.1
9.503260281375 25 10 all_area fishprice 23 4.3785714286 61.58008658 0.1
10.3302682645 50 10 all_area fishprice 23 4.3785714286 61.58008658 0.1
11.43980477075 75 10 all_area fishprice 23 4.3785714286 61.58008658 0.1
17.380952381 max 10 all_area fishprice 23 4.3785714286 61.58008658 0.1
5.7142857143 0 11 all_area fishprice 23 4.3785714286 61.58008658 0.1
10.4760394735 25 11 all_area fishprice 23 4.3785714286 61.58008658 0.1
12.04946404 50 11 all_area fishprice 23 4.3785714286 61.58008658 0.1
13.99208357075 75 11 all_area fishprice 23 4.3785714286 61.58008658 0.1
23.068627263 max 11 all_area fishprice 23 4.3785714286 61.58008658 0.1
7.9428571429 0 12 all_area fishprice 23 4.3785714286 61.58008658 0.1
12.2595375275 25 12 all_area fishprice 23 4.3785714286 61.58008658 0.1
15.212597726 50 12 all_area fishprice 23 4.3785714286 61.58008658 0.1
19.121807883 75 12 all_area fishprice 23 4.3785714286 61.58008658 0.1
61.58008658 max 12 all_area fishprice 23 4.3785714286 61.58008658 0.1
5.7428571429 0 01 all_area fishprice 22 5.7142857143 28.504761905 0.1
